common_norm	common_display	scientific
corvina bocanegra	Corvina Bocanegra	Pentheroscion mbizi
corvina bocona	Corvina Bocona	Cynoscion praedatorius
corvina bosoro	Corvina Bosoro	Pseudotolithus typus
corvina bronce	Corvina bronce	Odontoscion eurymesops
corvina cabaicucho	Corvina cabaicucho	Atractoscion nobilis
corvina cabezon	Corvina Cabezón	Larimus breviceps
corvina cachema	Corvina cachema	Cynoscion phoxocephalus
corvina chata	Corvina chata	Larimus argenteus
corvina chiapaneca	Corvina chiapaneca	Cynoscion albus
corvina ciega	Corvina ciega	Nebris occidentalis
corvina cocodia	Corvina cocodía	Ophioscion imiceps
corvina coliamarilla	Corvina coliamarilla	Cynoscion stolzmanni
corvina de aleta amarilla	Corvina de Aleta Amarilla	Cynoscion xanthulus
corvina de aleta manchada	Corvina de aleta manchada	Roncador stearnsii
corvina de altura	corvina de altura	Cynoscion nortoni
corvina de angola	Corvina de Angola	Miracorvina angolensis
corvina de boca amarilla	Corvina de Boca Amarilla	Cynoscion xanthulus
corvina de guinea	Corvina de Guinea	Pseudotolithus epipercus
corvina de stolzmann	Corvina de Stolzmann	Cynoscion stolzmanni
corvina del golfo	Corvina del Golfo	Cynoscion othonopterus
corvina del sur	Corvina Del Sur	Argyrosomus hololepidotus
corvina enana	Corvina enana	Cynoscion nannus
corvina enana de altamar	Corvina enana de altamar	Cynoscion nannus
corvina espinosa	Corvina Espinosa	Bairdiella ronchus
corvina golfina	Corvina golfina	Cynoscion othonopterus
corvina granadina	Corvina Granadina	Protosciaena trewavasae
corvina guavina	Corvina guavina	Nebris occidentalis
corvina linda	Corvina linda	Pareques fuscovittatus
corvina merluza	corvina merluza	Cynoscion nortoni
corvina mimis	Corvina mimis	Paralonchurus goodei
corvina nata	Corvina ñata	Stellifer chrysoleuca
corvina negra	Corvina Negra	Pogonias cromis
corvina ojo chico	Corvina Ojo Chico	Nebris microps
corvina ojo chico del pacifico	Corvina ojo chico del Pacifico	Nebris occidentalis
corvina ojo grande	Corvina ojo grande	Micropogonias megalops
corvina ojona	Corvina ojona	Isopisthus remifer
corvina pampera	Corvina pampera	Cilus gilberti
corvina pelona	Corvina pelona	Cynoscion stolzmanni
corvina picuda	Corvina picuda	Cynoscion phoxocephalus
corvina plateada	Corvina Plateada	Cynoscion nothus
corvina prieta	Corvina Prieta	Atractoscion aequidens
corvina rayada	Corvina rayada	Cynoscion reticulatus|Cynoscion squamipinnis
corvina reina	Corvina reina	Pseudotolithus senegallus|Seriphus politus
corvina roncacho	Corvina roncacho	Cheilotrema saturnum
corvina rubia	Corvina Rubia	Micropogonias furnieri
corvina verrugato	Corvina verrugato	Micropogonias altipinnis|Micropogonias ectenes
corvinata aletacorta	Corvinata Aletacorta	Isopisthus parvipinnis
corvinata amarilla	Corvinata Amarilla	Cynoscion acoupa
corvinata blanca	Corvinata blanca	Atractoscion nobilis|Cynoscion leiarchus
corvinata bronzeada	Corvinata bronzeada	Atractoscion nobilis
corvinata cambucu	Corvinata Cambucu	Cynoscion virescens
corvinata de arena	Corvinata de Arena	Cynoscion arenarius
corvinata dorada	Corvinata Dorada	Cynoscion microlepidotus
corvinata goete	Corvinata Goete	Cynoscion jamaicensis
corvinata mordedora	Corvinata mordedora	Isopisthus remifer
corvinata negra	Corvinata negra	Cheilotrema saturnum
corvinata pescada	Corvinata Pescada	Cynoscion steindachneri
corvinata pintada	Corvinata Pintada	Cynoscion nebulosus|Cynoscion steindachneri
corvinata plateada	Corvinata Plateada	Cynoscion nothus
corvinata prieta	Corvinata Prieta	Atractoscion aequidens
corvinata reina	Corvinata reina	Cynoscion albus
corvinata tonquicha	Corvinata Tonquicha	Cynoscion similis
corvinata totoaba	Corvinata Totoaba	Totoaba macdonaldi
corvinato	Corvinato	Parapristipoma octolineatum
corvineta angel	Corvineta ángel	Paralonchurus goodei
corvineta armada	Corvineta armada	Bairdiella armata
corvineta azul	Corvineta azul	Corvula batabana|Isopisthus remifer
corvineta barbirrubia	Corvineta barbirrubia	Bairdiella ensifera
corvineta blanca	Corvineta Blanca	Bairdiella chrysoura|Genyonemus lineatus
corvineta chata	Corvineta chata	Larimus effulgens
corvineta cococha	Corvineta cococha	Ophioscion vermicularis
corvineta corredora	Corvineta corredora	Ophioscion typicus
corvineta de estrias negras	Corvineta de estrias negras	Larimus acclivis
corvineta de ojo amarillo	Corvineta de ojo amarillo	Odontoscion xanthops
corvineta estriada	Corvineta estriada	Pareques fuscovittatus
corvineta gallinita	Corvineta gallinita	Elattarchus archidium
corvineta gungo	Corvineta gungo	Pareques viola
corvineta gurrubata	Corvineta gurrubata	Elattarchus archidium
corvineta nata	Corvineta ñata	Elattarchus archidium
corvineta ocelada	Corvineta Ocelada	Sciaenops ocellatus
corvineta parda	Corvineta parda	Ophioscion scierus
corvineta ronca	Corvineta ronca	Ophioscion imiceps
corvineta roncadora	Corvineta roncadora	Ophioscion strabo
corvineta ronco	Corvineta ronco	Bairdiella icistia
corvineta ruyo	Corvineta Ruyo	Bairdiella ronchus
corvineta tambor	Corvineta tambor	Larimus pacificus
corvineta vacuoqua	Corvineta vacuoqua	Corvula macrops
corvineta zorra	Corvineta zorra	Ophioscion scierus
corvinilla	Corvinilla	Cilus gilberti|Orestias laucaensis|Stellifer microps
corvinilla amigable	Corvinilla amigable	Stellifer wintersteenorum
corvinilla cabeza suave	Corvinilla cabeza suave	Stellifer zestocarus
corvinilla chata	Corvinilla chata	Stellifer chrysoleuca
corvinilla chimbera	Corvinilla chimbera	Stellifer ericymba
corvinilla del profesor	Corvinilla del profesor	Stellifer walkeri
corvinilla lanza	Corvinilla Lanza	Stellifer lanceolatus
corvinilla lanzona	Corvinilla Lanzona	Stellifer lanceolatus
corvinilla lisa	Corvinilla lisa	Stellifer mancorensis
corvinilla lucia	Corvinilla Lucía	Stellifer griseus
corvinilla majarra	Corvinilla majarra	Stellifer pizarroensis
corvinilla mayita	Corvinilla mayita	Stellifer oscitans
corvinilla negra	Corvinilla negra	Stellifer melanocheir
corvinilla pancha	Corvinilla pancha	Ophioscion simulus
corvinilla plata	Corvinilla plata	Stellifer illecebrosus
corvinilla plateada	Corvinilla plateada	Stellifer illecebrosus
corvinilla rastra	Corvinilla Rastra	Stellifer rastrifer
corvinilla tipica	Corvinilla típica	Ophioscion typicus
corvinilla tuza	Corvinilla tuza	Ophioscion scierus
corvinilla vermiclada	Corvinilla vermiclada	Ophioscion vermicularis
corvinita blanca	Corvinita Blanca	Stellifer fuerthii
corvinita estrambotica	Corvinita estrambótica	Pareques perissa
corvinita hueca	Corvinita hueca	Stellifer ericymba
corvinita rayada	Corvinita rayada	Pareques lanfeari
corvino apostol	Corvino apóstol	Struthidea cinerea
corvino negro	Corvino negro	Corcorax melanorhamphos
corvinon brasileno	Corvinon Brasileno	Micropogonias undulatus
corvinon negro	Corvinón Negro	Pogonias cromis
corvinon ocelado	Corvinón Ocelado	Sciaenops ocellatus
corvinon rayado	Corvinon Rayado	Micropogonias furnieri
corzo siberiano	Corzo Siberiano	Capreolus pygargus
corzuela colorado	Corzuela Colorado	Mazama americana
corzuela comun	Corzuela Común	Mazama gouazoubira
corzuela enana	Corzuela Enana	Mazama nana
corzuela parda	Corzuela Parda	Mazama gouazoubira
corzuela roja	Corzuela Roja	Mazama americana
cosahui	cosahui	Calliandra humilis
coscoja	Coscoja	Quercus coccifera
cosifa aliazul	Cosifa aliazul	Cossypha cyanocampter
cosifa aligris	Cosifa Aligrís	Cossypha polioptera
cosifa angolena	Cosifa angoleña	Cossypha ansorgei
cosifa anomala	Cosifa anómala	Cossypha anomala
cosifa bicolor	Cosifa bicolor	Cossypha dichroa
cosifa cabeciblanca	Cosifa cabeciblanca	Cossypha heinrichi
cosifa cafre	Cosifa cafre	Cossypha caffra
cosifa coroniblanca	Cosifa coroniblanca	Cossypha albicapillus
cosifa coroninivea	Cosifa coroninívea	Cossypha niveicapilla
cosifa de archer	Cosifa de Archer	Cossypha archeri
cosifa de heuglin	Cosifa de Heuglin	Cossypha heuglini
cosifa de isabel	Cosifa de Isabel	Cossypha isabellae
cosifa de natal	Cosifa de Natal	Cossypha natalensis
cosifa de ruppell	Cosifa de Rüppell	Cossypha semirufa
cosifa gorgiblanca	Cosifa Gorgiblanca	Cossypha humeralis
cosifa gorjiblanca	Cosifa gorjiblanca	Cossypha humeralis
cosifa ventriblanca	Cosifa ventriblanca	Cossyphicula roberti
cosifa ventriblanco	Cosifa ventriblanco	Cossyphicula roberti
costilla de leon	costilla de león	Ceratozamia mexicana|Ceratozamia robusta
cotara alirrufa	Cotara alirrufa	Aramides calopterus
cotara australiana	Cotara australiana	Eulabeornis castaneoventris
cotara cafe	Cotara café	Amaurolimnas concolor
cotara cariazul	Cotara cariazul	Gymnocrex rosenbergii
cotara chiricote	Cotara chiricote	Aramides cajaneus
cotara cuellirrufa	Cotara cuellirrufa	Aramides axillaris
cotara de las talaud	Cotara de las Talaud	Gymnocrex talaudensis
cotara de manglar	Cotara de manglar	Aramides mangle
cotara de pecho rojo	Cotara de pecho rojo	Aramides mangle
cotara ipacaa	Cotara ipacaá	Aramides ypecaha
cotara moluquena	Cotara moluqueña	Gymnocrex plumbeiventris
cotara morena	Cotara morena	Aramides wolfi
cotara saracura	Cotara saracura	Aramides saracura
cotinga aliblanca	Cotinga Aliblanca	Xipholena atropurpurea
cotinga aliblanco	Cotinga aliblanco	Xipholena atropurpurea
cotinga aligris	Cotinga aligrís	Tijuca condita
cotinga azul	Cotinga azul	Cotinga nattererii
cotinga azulejo	Cotinga azulejo	Cotinga amabilis
cotinga blanco	Cotinga blanco	Carpodectes hopkei
cotinga cabecinegro	Cotinga cabecinegro	Carpornis melanocephala
cotinga capuchino	Cotinga capuchino	Perissocephalus tricolor
cotinga cariblanco	Cotinga cariblanco	Zaratornis stresemanni
cotinga carinegro	Cotinga carinegro	Conioptilon mcilhennyi
cotinga celeste	Cotinga celeste	Cotinga cayana
cotinga coliblanco	Cotinga coliblanco	Xipholena lamellipennis
cotinga cresticastano	Cotinga cresticastaño	Ampelion rufaxilla
cotinga crestirrojo	Cotinga crestirrojo	Ampelion rubrocristatus
cotinga de apolo	Cotinga de Apolo	Phibalura boliviana
cotinga de corbata	Cotinga de Corbata	Cotinga maculata
cotinga de remsen	Cotinga de Remsen	Doliornis remseni
cotinga de sclater	Cotinga de Sclater	Doliornis sclateri
cotinga encapuchado	Cotinga encapuchado	Carpornis cucullata
cotinga gorgimorado	Cotinga Gorgimorado	Porphyrolaema porphyrolaema
cotinga gorjimorado	Cotinga gorjimorado	Porphyrolaema porphyrolaema
cotinga maculado	Cotinga maculado	Cotinga maculata
cotinga mayna	Cotinga mayna	Cotinga maynana
cotinga militar	Cotinga militar	Haematoderus militaris
cotinga negro	Cotinga negro	Lipaugus ater|Tijuca atra
cotinga niveo	Cotinga níveo	Carpodectes nitidus
cotinga pechimorado	Cotinga pechimorado	Cotinga cotinga
cotinga piquiamarillo	Cotinga piquiamarillo	Carpodectes antoniae
cotinga pompadour	Cotinga Pompadour	Xipholena punicea
cotinga querula	Cotinga quérula	Querula purpurata
cotinga rojo cuellinegro	Cotinga rojo cuellinegro	Phoenicircus nigricollis
cotinga rojo guayanes	Cotinga rojo guayanés	Phoenicircus carnifex
cotinga tijereta	Cotinga tijereta	Phibalura flavirostris
cotinga turquesa	Cotinga turquesa	Cotinga ridgwayi
cotinguita cejiblanco	Cotinguita cejiblanco	Iodopleura isabellae
cotinguita oscuro	Cotinguita oscuro	Iodopleura fusca
cotinguita pipra	Cotinguita pipra	Iodopleura pipra
cotinguita reyezuelo	Cotinguita reyezuelo	Calyptura cristata
cotinguitas	Cotinguitas	Iodopleura
coto mono	Coto Mono	Alouatta palliata aequatorialis|Alouatta seniculus seniculus
coto mono de tumbes	Coto Mono De Tumbes	Alouatta palliata aequatorialis
coto negro	Coto Negro	Alouatta palliata aequatorialis
cotorilla	cotorilla	Heliotropium guanicense
cotorra	Cotorra	Amazona ventralis|Lepidochelys kempii
cotorra alejandrina	Cotorra alejandrina	Psittacula eupatria
cotorra argentina	Cotorra argentina	Myiopsitta monachus
cotorra boliviana	Cotorra boliviana	Myiopsitta luchsi
cotorra cabeciamarilla	Cotorra Cabeciamarilla	Amazona barbadensis
cotorra cabeciazul	Cotorra cabeciazul	Psittacula cyanocephala
cotorra cachana	Cotorra cachaña	Enicognathus ferrugineus
cotorra capirotada	Cotorra capirotada	Pyrrhura rupicola
cotorra carirrosa	Cotorra carirrosa	Psittacula roseata
cotorra catana	Cotorra catana	Pyrrhura hoffmanni
cotorra chiripepe	Cotorra chiripepé	Pyrrhura frontalis
cotorra choroy	Cotorra choroy	Enicognathus leptorhynchus
cotorra colilarga	Cotorra colilarga	Psittacula longicauda
cotorra colinegra	Cotorra colinegra	Pyrrhura melanura
cotorra colirroja	Cotorra colirroja	Pyrrhura hoematotis
cotorra coronirroja	Cotorra coronirroja	Pyrrhura rhodocephala
cotorra cuelliblanca	Cotorra cuelliblanca	Pyrrhura albipectus
cotorra de bonaparte	Cotorra de Bonaparte	Pyrrhura lucianii
cotorra de carolina	Cotorra de Carolina	Conuropsis carolinensis
cotorra de ceilan	Cotorra de Ceilán	Psittacula calthrapae
cotorra de derby	Cotorra de Derby	Psittacula derbiana
cotorra de deville	Cotorra de Deville	Pyrrhura devillei
cotorra de el oro	Cotorra de El Oro	Pyrrhura orcesi
cotorra de emma	Cotorra de Emma	Pyrrhura emma
cotorra de finsch	Cotorra de Finsch	Psittacula finschii
cotorra de goias	Cotorra de Goiás	Pyrrhura pfrimeri
cotorra de mauricio	Cotorra de Mauricio	Psittacula echo
cotorra de molina	Cotorra de Molina	Pyrrhura molinae
cotorra de nicobar	Cotorra de Nicobar	Psittacula caniceps
cotorra de rodrigues	Cotorra de Rodrigues	Psittacula exsul
cotorra de santa marta	Cotorra de Santa Marta	Pyrrhura viridicata
cotorra de santarem	Cotorra de Santarém	Pyrrhura amazonum
cotorra de seychelles	Cotorra de Seychelles	Psittacula wardi
cotorra del himalaya	Cotorra del Himalaya	Psittacula himalayana
cotorra egregia	Cotorra egregia	Pyrrhura egregia
cotorra frente roja	Cotorra Frente Roja	Amazona finschi
cotorra frentirrosa	Cotorra frentirrosa	Pyrrhura roseifrons
cotorra orejiblanca	Cotorra orejiblanca	Pyrrhura leucotis
cotorra pechigris	Cotorra pechigrís	Pyrrhura griseipectus
cotorra pechiparda	Cotorra pechiparda	Pyrrhura calliptera
cotorra pechirroja	Cotorra pechirroja	Psittacula alexandri
cotorra pintada	Cotorra pintada	Pyrrhura picta
cotorra portorriquena	Cotorra Portorriqueña	Amazona vittata
cotorra pulcra	Cotorra pulcra	Pyrrhura lepida
cotorra serrana occidental	Cotorra serrana occidental	Rhynchopsitta pachyrhyncha
cotorra serrana oriental	Cotorra serrana oriental	Rhynchopsitta terrisi
cotorra solar	Cotorra solar	Aratinga solstitialis
cotorra tiriba	Cotorra tiriba	Pyrrhura cruentata
cotorra ventrirroja	Cotorra ventrirroja	Pyrrhura perlata
cotorra-serrana occidental	Cotorra-serrana Occidental	Rhynchopsitta pachyrhyncha
cotorra-serrana oriental	Cotorra-serrana Oriental	Rhynchopsitta terrisi
cotorrita aliazul	Cotorrita aliazul	Forpus xanthopterygius
cotorrita alipinta	Cotorrita alipinta	Touit stictopterus
cotorrita alirroja	Cotorrita alirroja	Touit huetii
cotorrita aliturquesa	Cotorrita aliturquesa	Forpus spengeli
cotorrita amazonica	Cotorrita amazónica	Nannopsittaca dachilleae
cotorrita cariazul	Cotorrita cariazul	Touit dilectissimus
cotorrita carigualda	Cotorrita carigualda	Forpus xanthops
cotorrita costarricense	Cotorrita costarricense	Touit costaricensis
cotorrita culiverde	Cotorrita culiverde	Forpus passerinus
cotorrita de anteojos	Cotorrita de anteojos	Forpus conspicillatus
cotorrita de piura	Cotorrita de Piura	Forpus coelestis
cotorrita de sclater	Cotorrita de Sclater	Forpus modestus
cotorrita de tepuy	Cotorrita de tepuy	Nannopsittaca panychlora
cotorrita del sol	Cotorrita del sol	Aratinga solstitialis
cotorrita dorsinegra	Cotorrita dorsinegra	Touit melanonotus
cotorrita mexicana	Cotorrita mexicana	Forpus cyanopygius
cotorrita pintada del perija	Cotorrita pintada del Perijá	Pyrrhura picta caeruleiceps
cotorrita purpurada	Cotorrita purpurada	Touit purpuratus
cotorrita sietecolores	Cotorrita sietecolores	Touit batavicus
cotorrita sorda	Cotorrita sorda	Touit surdus
cotorro	Cotorro	Rhomboplites aurorubens
cotorrrra de oro	cotorrrrá de oró	Pyrrhura orcesi
coyote	coyote	Canis latrans
cozumbo	Cozumbo	Nasua narica
crasulaceas	crasuláceas	Crassulaceae
creamy-breasted canastero	Creamy-breasted Canastero	Asthenes dorbignyi
crepis de granada	Crepis de Granada	Crepis granatensis
crespinillo	Crespinillo	Callisia gracilis
cresta de abubilla	cresta de abubilla	Onobrychis viciifolia
cresta de gallo	cresta de gallo	Isoplexis chalcantha|Rhinanthus minor|Sporobolus airoides
crestagallo de doramas	Crestagallo de Doramas	Isoplexis chalcantha
crestagallo de pinar	Crestagallo de Pinar	Isoplexis isabelliana
crestudo	Crestudo	Coryphistera alaudina
creuera groga	creuera groga	Cruciata laevipes
crevalle	Crevallé	Caranx crysos
crialo blanquinegro	Críalo blanquinegro	Clamator jacobinus
crialo europeo	Críalo europeo	Clamator glandarius
crialo listado	Críalo listado	Clamator levaillantii
crialo oriental	Críalo oriental	Clamator coromandus
crialo piquigrueso	Críalo piquigrueso	Pachycoccyx audeberti
crisantemo	Crisantemo	Chrysanthemum coronarium
crita	Crita	Selene dorsalis
croca	Croca	Leiostomus xanthurus
crocodilios	crocodilios	Crocodilia
crombec carirrojo	Crombec carirrojo	Sylvietta whytii
crombec cejiblanco	Crombec cejiblanco	Sylvietta leucophrys
crombec isabelino	Crombec isabelino	Sylvietta isabellina
crombec norteno	Crombec norteño	Sylvietta brachyura
crombec orejirrufo	Crombec orejirrufo	Sylvietta ruficapilla
crombec piquicorto	Crombec piquicorto	Sylvietta philippae
crombec piquilargo	Crombec piquilargo	Sylvietta rufescens
crombec ventrilimon	Crombec ventrilimón	Sylvietta denti
crombec verde	Crombec verde	Sylvietta virens
cromis pardo	Cromis Pardo	Chromis multilineata
cromis prieto	Cromis Prieto	Chromis multilineata
cromis purpura	Cromis Púrpura	Chromis scotti
